var1,var2,var3,var4,var5,var6
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:07
proxy.cse.cuhk.edu.hk:5070,2126, (2.07 KB) ,816, ,00:08
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:08
proxy.cse.cuhk.edu.hk:5070,786, ,348, ,00:03
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,968, ,272, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,2224, (2.17 KB) ,659, ,00:03
proxy.cse.cuhk.edu.hk:5070,787, ,348, ,00:03
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:03
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,1448, (1.41 KB) ,1794, (1.75 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,722, ,310, ,00:01
proxy.cse.cuhk.edu.hk:5070,1173, (1.14 KB) ,375, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:13
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:13
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:13
proxy.cse.cuhk.edu.hk:5070,10069, (9.83 KB) ,4062, (3.96 KB) ,00:45
proxy.cse.cuhk.edu.hk:5070,694, ,892, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:15
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:16
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,941, ,401, ,00:01
proxy.cse.cuhk.edu.hk:5070,2842, (2.77 KB) ,282, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:20
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:20
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:20
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:20
proxy.cse.cuhk.edu.hk:5070,1008, ,21970, (21.4 KB) ,00:03
proxy.cse.cuhk.edu.hk:5070,1572, (1.53 KB) ,696, ,00:42
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1155, (1.12 KB) ,378, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1359, (1.32 KB) ,378, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2842, (2.77 KB) ,282, ,00:02
proxy.cse.cuhk.edu.hk:5070,2842, (2.77 KB) ,282, ,00:02
proxy.cse.cuhk.edu.hk:5070,2862, (2.79 KB) ,282, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:17
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:17
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:18
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:17
proxy.cse.cuhk.edu.hk:5070,1173, (1.14 KB) ,375, ,00:01
proxy.cse.cuhk.edu.hk:5070,2132, (2.08 KB) ,822, ,00:29
proxy.cse.cuhk.edu.hk:5070,722, ,310, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2842, (2.77 KB) ,279, ,00:01
proxy.cse.cuhk.edu.hk:5070,588, ,215882, (210 KB) ,00:03
proxy.cse.cuhk.edu.hk:5070,941, ,398, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,5280, (5.15 KB) ,6808, (6.64 KB) ,00:04
proxy.cse.cuhk.edu.hk:5070,2842, (2.77 KB) ,279, ,00:05
proxy.cse.cuhk.edu.hk:5070,4126, (4.02 KB) ,43096, (42.0 KB) ,00:11
proxy.cse.cuhk.edu.hk:5070,696, ,889, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2844, (2.77 KB) ,279, ,00:02
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:05
proxy.cse.cuhk.edu.hk:5070,3029, (2.95 KB) ,65994, (64.4 KB) ,00:27
proxy.cse.cuhk.edu.hk:5070,5510, (5.38 KB) ,2436, (2.37 KB) ,02:03
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:08
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:08
proxy.cse.cuhk.edu.hk:5070,1376, (1.34 KB) ,13653, (13.3 KB) ,00:05
proxy.cse.cuhk.edu.hk:5070,2756, (2.69 KB) ,39055, (38.1 KB) ,00:05
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:05
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:05
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:12
proxy.cse.cuhk.edu.hk:5070,1107, (1.08 KB) ,406, ,00:01
proxy.cse.cuhk.edu.hk:5070,2532, (2.47 KB) ,750, ,00:41
proxy.cse.cuhk.edu.hk:5070,618, ,3235, (3.15 KB) ,00:41
proxy.cse.cuhk.edu.hk:5070,725, ,310, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:03
proxy.cse.cuhk.edu.hk:5070,942, ,398, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2844, (2.77 KB) ,279, ,00:04
proxy.cse.cuhk.edu.hk:5070,2844, (2.77 KB) ,279, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1010, ,21976, (21.4 KB) ,00:02
proxy.cse.cuhk.edu.hk:5070,1455, (1.42 KB) ,1794, (1.75 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,2535, (2.47 KB) ,750, ,00:15
proxy.cse.cuhk.edu.hk:5070,4528, (4.42 KB) ,648, ,01:03
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:15
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:02
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,697, ,889, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2230, (2.17 KB) ,659, ,00:01
proxy.cse.cuhk.edu.hk:5070,4496, (4.39 KB) ,648, ,00:18
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:18
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:20
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:11
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:19
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:19
proxy.cse.cuhk.edu.hk:5070,952, ,782, ,00:10
proxy.cse.cuhk.edu.hk:5070,1576, (1.53 KB) ,702, ,02:19
proxy.cse.cuhk.edu.hk:5070,1578, (1.54 KB) ,702, ,02:19
proxy.cse.cuhk.edu.hk:5070,4498, (4.39 KB) ,654, ,02:17
proxy.cse.cuhk.edu.hk:5070,6409, (6.25 KB) ,2466, (2.40 KB) ,02:44
proxy.cse.cuhk.edu.hk:5070,4763, (4.65 KB) ,1421, (1.38 KB) ,02:15
proxy.cse.cuhk.edu.hk:5070,2798, (2.73 KB) ,15599, (15.2 KB) ,04:05
proxy.cse.cuhk.edu.hk:5070,435, ,356, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,259, ,5197, (5.07 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,3090, (3.01 KB) ,1093, (1.06 KB) ,04:00
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,1408, (1.37 KB) ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:04
proxy.cse.cuhk.edu.hk:5070,1065, (1.04 KB) ,11966, (11.6 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1905, (1.86 KB) ,11087, (10.8 KB) ,00:08
proxy.cse.cuhk.edu.hk:5070,1080, (1.05 KB) ,4111, (4.01 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1036, (1.01 KB) ,4343, (4.24 KB) ,00:02
proxy.cse.cuhk.edu.hk:5070,1054, (1.02 KB) ,366, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1077, (1.05 KB) ,2610, (2.54 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:04
proxy.cse.cuhk.edu.hk:5070,1081, (1.05 KB) ,401, ,00:01
proxy.cse.cuhk.edu.hk:5070,643, ,442, ,00:45
proxy.cse.cuhk.edu.hk:5070,3094, (3.02 KB) ,1014, ,00:05
proxy.cse.cuhk.edu.hk:5070,2813, (2.74 KB) ,1241, (1.21 KB) ,00:05
proxy.cse.cuhk.edu.hk:5070,2301, (2.24 KB) ,9442, (9.22 KB) ,00:07
proxy.cse.cuhk.edu.hk:5070,948, ,782, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,441, ,687, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1237, (1.20 KB) ,1164, (1.13 KB) ,04:00
proxy.cse.cuhk.edu.hk:5070,2001, (1.95 KB) ,18018, (17.5 KB) ,04:00
oimageb7.ydstatic.com:80,357, ,24275, (23.7 KB) ,00:30
oimageb6.ydstatic.com:80,358, ,38960, (38.0 KB) ,00:30
oimagea7.ydstatic.com:80,414, ,41182, (40.2 KB) ,00:30
oimagec3.ydstatic.com:80,358, ,48647, (47.5 KB) ,00:30
proxy.cse.cuhk.edu.hk:5070,7685, (7.50 KB) ,51839, (50.6 KB) ,09:54
proxy.cse.cuhk.edu.hk:5070,1225, (1.19 KB) ,1093, (1.06 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,964, ,848, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,948, ,782, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,5349, (5.22 KB) ,1767, (1.72 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1066, (1.04 KB) ,3042, (2.97 KB) ,00:10
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:13
proxy.cse.cuhk.edu.hk:5070,3757, (3.66 KB) ,1307, (1.27 KB) ,00:15
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,1978, (1.93 KB) ,29237, (28.5 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1217, (1.18 KB) ,592, ,01:02
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1770, (1.72 KB) ,1297, (1.26 KB) ,02:12
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:02
proxy.cse.cuhk.edu.hk:5070,564, ,28902, (28.2 KB) ,<1 sec
www.baidu.com:80,6719, (6.56 KB) ,644545, (629 KB) ,00:05
get.sogou.com:80,899, ,348, ,00:03
ss.bdimg.com:80,0, ,0, ,00:11
t11.baidu.com:80,0, ,0, ,00:11
sestat.baidu.com:80,0, ,0, ,00:11
ss.bdimg.com:80,0, ,0, ,00:11
b1.bdstatic.com:80,389, ,409, ,00:21
pos.baidu.com:80,1822, (1.77 KB) ,1370, (1.33 KB) ,00:10
i9.baidu.com:80,0, ,0, ,00:27
xin.4399.cn:80,0, ,0, ,00:21
newsimg.5054399.com:80,0, ,0, ,00:19
comment.5054399.com:80,0, ,0, ,00:21
i9.baidu.com:80,0, ,0, ,00:27
m.news.4399.com:80,0, ,0, ,00:19
www.4399.cn:80,0, ,0, ,00:21
timg.baidu.com:80,1299, (1.26 KB) ,4993, (4.87 KB) ,00:30
www.googletagservices.com:443,1257, (1.22 KB) ,540, ,04:00
yt3.ggpht.com:443,10542, (10.2 KB) ,356545, (348 KB) ,09:54
www.google.com:443,1740, (1.69 KB) ,21911, (21.3 KB) ,04:01
dup.baidustatic.com:443,814, ,4145, (4.04 KB) ,01:00
odr.mookie1.com:443,361, ,4839, (4.72 KB) ,00:11
safebrowsing.googleapis.com:443,1344, (1.31 KB) ,1170, (1.14 KB) ,04:00
clients6.google.com:443,1891, (1.84 KB) ,811, ,04:00
d.dropbox.com:443,1021, ,4906, (4.79 KB) ,01:01
clients6.google.com:443,3216, (3.14 KB) ,2391, (2.33 KB) ,05:04
i.ytimg.com:443,2836, (2.76 KB) ,125622, (122 KB) ,06:33
r6---sn-i3b7kn7d.googlevideo.com:443,12789, (12.4 KB) ,13833013, (13.1 MB) ,01:01
odr.mookie1.com:443,1045, (1.02 KB) ,5662, (5.52 KB) ,01:06
r6---sn-i3b7knez.googlevideo.com:443,13118, (12.8 KB) ,3242984, (3.09 MB) ,00:31
c.baidu.com:80,1052, (1.02 KB) ,113, ,<1 sec
t12.baidu.com:80,0, ,0, ,00:10
t12.baidu.com:80,0, ,0, ,00:10
timg.baidu.com:80,0, ,0, ,00:10
ss.bdimg.com:80,0, ,0, ,00:10
pos.baidu.com:80,3783, (3.69 KB) ,38448, (37.5 KB) ,00:11
i9.baidu.com:80,1915, (1.87 KB) ,12764, (12.4 KB) ,00:21
z13.cnzz.com:80,0, ,0, ,00:19
f10.baidu.com:80,6956, (6.79 KB) ,101059, (98.6 KB) ,00:20
suggestion.baidu.com:80,1829, (1.78 KB) ,1039, (1.01 KB) ,00:35
eclick.baidu.com:80,1037, (1.01 KB) ,311, ,00:05
cm.g.doubleclick.net:443,2197, (2.14 KB) ,1527, (1.49 KB) ,06:13
cpro.baidustatic.com:443,334, ,3713, (3.62 KB) ,00:48
www.4399.com:80,0, ,0, ,00:21
cnzz.mmstat.com:80,686, ,579, ,<1 sec
app.4399.cn:80,1381, (1.34 KB) ,38524, (37.6 KB) ,00:52
www.google.com:443,9034, (8.82 KB) ,3696, (3.60 KB) ,07:26
www.youtube.com:443,30789, (30.0 KB) ,164940, (161 KB) ,07:44
www.qulishi.com:80,1581, (1.54 KB) ,79427, (77.5 KB) ,02:01
q7.cnzz.com:80,0, ,0, ,01:00
w.cnzz.com:80,570, ,11519, (11.2 KB) ,02:00
block.dropbox.com:443,0, ,0, ,<1 sec
qbwup.imtt.qq.com:80,494, ,208, ,00:33
notifications.google.com:443,470, ,4856, (4.74 KB) ,04:00
get.sogou.com:80,759, ,51462, (50.2 KB) ,00:05
clientservices.googleapis.com:443,1051, (1.02 KB) ,592, ,04:01
qbwup.imtt.qq.com:80,494, ,208, ,00:32
short.weixin.qq.com:80,425, ,161, ,<1 sec
info.pinyin.sogou.com:80,1020, ,607, ,00:30
client-cf.dropbox.com:443,3934, (3.84 KB) ,5647, (5.51 KB) ,01:03
client-cf.dropbox.com:443,4478, (4.37 KB) ,16913, (16.5 KB) ,01:01
lh6.googleusercontent.com:443,471, ,4694, (4.58 KB) ,00:11
qbwup.imtt.qq.com:80,494, ,208, ,00:32
www.google.com.hk:443,2411, (2.35 KB) ,2093, (2.04 KB) ,04:01
ocsp.digicert.com:80,942, ,3184, (3.10 KB) ,00:07
static.adobelogin.com:443,356, ,3523, (3.44 KB) ,00:02
block-edge.dropbox.com:443,861480, (841 KB) ,5464, (5.33 KB) ,01:45
capi.grammarly.com:443,4974, (4.85 KB) ,8661, (8.45 KB) ,02:13
cidian.youdao.com:80,2369, (2.31 KB) ,1583, (1.54 KB) ,02:59
3.client-channel.google.com:443,27694, (27.0 KB) ,165991, (162 KB) ,01:07:37
s1.bdstatic.com:80,0, ,0, ,00:11
www.baidu.com:80,0, ,0, ,00:11
ss.bdimg.com:80,0, ,0, ,00:11
i9.baidu.com:80,1671, (1.63 KB) ,4659, (4.54 KB) ,00:26
i9.baidu.com:80,0, ,0, ,00:27
i9.baidu.com:80,0, ,0, ,00:27
cbjs.baidu.com:80,0, ,0, ,00:19
bdimg.share.baidu.com:80,0, ,0, ,00:19
ubmcmm.baidustatic.com:80,0, ,0, ,00:19
s1.img4399.com:80,0, ,0, ,00:21
ubmcmm.baidustatic.com:80,0, ,0, ,00:19
c.cnzz.com:80,0, ,0, ,00:30
www.evernote.com:443,4733, (4.62 KB) ,8179, (7.98 KB) ,04:12
qbwup.imtt.qq.com:80,494, ,208, ,00:32
block.dropbox.com:443,0, ,0, ,<1 sec
clients4.google.com:443,11736, (11.4 KB) ,8496, (8.29 KB) ,08:46
clients6.google.com:443,3025, (2.95 KB) ,6726, (6.56 KB) ,05:20
www.baidu.com:80,9987, (9.75 KB) ,148343, (144 KB) ,00:03
t12.baidu.com:80,0, ,0, ,00:11
t12.baidu.com:80,0, ,0, ,00:11
dup.baidustatic.com:443,333, ,3697, (3.61 KB) ,00:14
dj1.baidu.com:80,1369, (1.33 KB) ,289, ,00:30
client-lb.dropbox.com:443,0, ,0, ,<1 sec
short.weixin.qq.com:80,785, ,145, ,<1 sec
sclick.baidu.com:80,1971, (1.92 KB) ,401, ,00:08
s1.bdstatic.com:80,0, ,0, ,00:13
changyan.sohu.com:80,6361, (6.21 KB) ,6197, (6.05 KB) ,00:08
t12.baidu.com:80,837, ,4059, (3.96 KB) ,00:27
i7.baidu.com:80,2813, (2.74 KB) ,23975, (23.4 KB) ,00:26
js.passport.qihucdn.com:80,496, ,426, ,00:16
js.passport.qihucdn.com:80,0, ,0, ,00:21
www.baidu.com:80,2590, (2.52 KB) ,621, ,01:06
upload.3367.com:80,2331, (2.27 KB) ,440133, (429 KB) ,01:01
long.open.weixin.qq.com:443,1910, (1.86 KB) ,276, ,00:29
res.wx.qq.com:443,1582, (1.54 KB) ,40194, (39.2 KB) ,03:01
www.google.com:443,2020, (1.97 KB) ,17986, (17.5 KB) ,04:01
long.open.weixin.qq.com:443,1910, (1.86 KB) ,276, ,00:27
long.open.weixin.qq.com:443,1910, (1.86 KB) ,276, ,00:27
mtalk.google.com:443,985, ,447, ,14:59
long.open.weixin.qq.com:443,1910, (1.86 KB) ,276, ,00:27
update.googleapis.com:443,298, ,4250, (4.15 KB) ,<1 sec
dl-debug.dropbox.com:443,163539, (159 KB) ,4712, (4.60 KB) ,01:02
long.open.weixin.qq.com:443,1910, (1.86 KB) ,276, ,00:28
long.open.weixin.qq.com:443,1985, (1.93 KB) ,4832, (4.71 KB) ,00:02
www.google.com.hk:443,734, ,160, ,<1 sec
lh4.googleusercontent.com:443,471, ,4692, (4.58 KB) ,00:11
info.pinyin.sogou.com:80,1020, ,607, ,00:30
ping.pinyin.sogou.com:80,1109, (1.08 KB) ,332, ,00:32
api.github.com:443,0, ,0, ,02:02
clients6.google.com:443,4318, (4.21 KB) ,1951, (1.90 KB) ,09:43
www.google.com:443,2564, (2.50 KB) ,2035, (1.98 KB) ,04:37
www.google-analytics.com:443,1770, (1.72 KB) ,5146, (5.02 KB) ,04:02
notifications.google.com:443,470, ,4794, (4.68 KB) ,00:10
notifications.google.com:443,733, ,229, ,00:13
live.github.com:443,1207, (1.17 KB) ,452, ,00:01
www.googleapis.com:443,1733, (1.69 KB) ,1288, (1.25 KB) ,04:00
www.google.com.hk:443,24256, (23.6 KB) ,434160, (423 KB) ,08:56
play.google.com:443,33864, (33.0 KB) ,22082, (21.5 KB) ,19:00
lh6.googleusercontent.com:443,471, ,4693, (4.58 KB) ,00:13
www.gmail.com:443,459, ,4187, (4.08 KB) ,00:17
lh6.googleusercontent.com:443,471, ,4694, (4.58 KB) ,00:13
plus.google.com:443,470, ,4793, (4.68 KB) ,00:16
api.github.com:443,674, ,2132, (2.08 KB) ,00:11
apis.google.com:443,2498, (2.43 KB) ,5835, (5.69 KB) ,04:02
pic4.zhimg.com:443,330, ,3763, (3.67 KB) ,00:11
zhihu-web-analytics.zhihu.com:443,343, ,3122, (3.04 KB) ,00:11
content.googleapis.com:443,2094, (2.04 KB) ,623, ,04:00
pubads.g.doubleclick.net:443,476, ,4417, (4.31 KB) ,00:14
short.weixin.qq.com:80,425, ,161, ,<1 sec
api.github.com:443,328, ,3642, (3.55 KB) ,00:16
clients1.google.com:443,939, ,5532, (5.40 KB) ,04:00
user-images.githubusercontent.com:443,335, ,4369, (4.26 KB) ,03:15
user-images.githubusercontent.com:443,335, ,4369, (4.26 KB) ,03:15
clients6.google.com:443,568, ,156, ,<1 sec
12.client-channel.google.com:443,474, ,4042, (3.94 KB) ,<1 sec
csi.gstatic.com:443,733, ,229, ,00:13
lh6.googleusercontent.com:443,471, ,4693, (4.58 KB) ,00:12
csi.gstatic.com:443,0, ,0, ,00:11
fonts.gstatic.com:443,463, ,4786, (4.67 KB) ,00:23
www.zhihu.com:443,1685, (1.64 KB) ,10151, (9.91 KB) ,05:03
d0.sina.com.cn:443,328, ,3654, (3.56 KB) ,<1 sec
contentrecommend-out.uve.weibo.com:443,0, ,0, ,00:10
tvax1.sinaimg.cn:80,909, ,3467, (3.38 KB) ,00:16
rs.sinajs.cn:80,1187, (1.15 KB) ,472, ,00:12
news.sina.com.cn:80,0, ,0, ,00:21
m.simba.taobao.com:443,0, ,0, ,00:26
strip.alicdn.com:443,330, ,3332, (3.25 KB) ,00:30
dslb.cdn.krcom.cn:80,446, ,195160, (190 KB) ,00:59
strip.alicdn.com:80,1596, (1.55 KB) ,29034, (28.3 KB) ,02:00
gtms03.alicdn.com:80,399, ,498, ,02:06
rm.api.weibo.com:80,0, ,0, ,00:05
www.weibo.com:80,11058, (10.7 KB) ,451, ,00:07
www.weibo.com:80,2741, (2.67 KB) ,4016, (3.92 KB) ,00:08
www.google.com:443,2285, (2.23 KB) ,1184, (1.15 KB) ,04:03
people-pa.clients6.google.com:443,4301, (4.20 KB) ,15401, (15.0 KB) ,04:01
api.github.com:443,797, ,4670, (4.56 KB) ,00:11
notifications.google.com:443,19334, (18.8 KB) ,8031, (7.84 KB) ,09:21
collector.githubapp.com:443,0, ,0, ,00:16
data.grammarly.com:443,1277, (1.24 KB) ,3833, (3.74 KB) ,00:11
github.com:443,9626, (9.40 KB) ,287127, (280 KB) ,00:34
github.com:443,0, ,0, ,00:30
13.client-channel.google.com:443,474, ,4464, (4.35 KB) ,01:30
people-pa.clients6.google.com:443,5267, (5.14 KB) ,17802, (17.3 KB) ,04:01
assets-cdn.github.com:443,1227, (1.19 KB) ,4890, (4.77 KB) ,06:19
lh3.googleusercontent.com:443,2694, (2.63 KB) ,8050, (7.86 KB) ,07:03
icauh.youdao.com:80,413, ,534, ,00:05
api.github.com:443,797, ,4814, (4.70 KB) ,00:11
api.github.com:443,797, ,4814, (4.70 KB) ,00:11
www.evernote.com:443,2487, (2.42 KB) ,2361, (2.30 KB) ,04:00
safebrowsing.googleapis.com:443,1848, (1.80 KB) ,3191, (3.11 KB) ,04:00
api.github.com:443,781, ,6147, (6.00 KB) ,00:10
security.ie.sogou.com:80,691, ,184, ,<1 sec
qbwup.imtt.qq.com:80,494, ,208, ,00:38
www.evernote.com:443,2486, (2.42 KB) ,2336, (2.28 KB) ,04:00
api.github.com:443,781, ,6147, (6.00 KB) ,00:11
dict.youdao.com:80,447, ,2122, (2.07 KB) ,10:01
p3p.sogou.com:80,441, ,139, ,01:05
collector.githubapp.com:443,0, ,0, ,01:01
assets-cdn.github.com:443,335, ,4369, (4.26 KB) ,02:24
api.github.com:443,781, ,6147, (6.00 KB) ,00:11
www.google-analytics.com:443,1430, (1.39 KB) ,4938, (4.82 KB) ,04:00
clients2.google.com:443,154863, (151 KB) ,321609, (314 KB) ,01:00:12
apis.google.com:443,461, ,4217, (4.11 KB) ,<1 sec
live.github.com:443,2931, (2.86 KB) ,2089, (2.04 KB) ,47:52
drive-thirdparty.googleusercontent.com:443,484, ,4707, (4.59 KB) ,00:17
csi.gstatic.com:443,1397, (1.36 KB) ,5154, (5.03 KB) ,04:01
api.github.com:443,781, ,6147, (6.00 KB) ,00:11
f-log-extension.grammarly.io:443,1364, (1.33 KB) ,3626, (3.54 KB) ,01:00
pixel.facebook.com:443,1491, (1.45 KB) ,5027, (4.90 KB) ,01:05
www.google.com:443,1227, (1.19 KB) ,2561, (2.50 KB) ,04:00
www.google.com.hk:443,3443, (3.36 KB) ,67897, (66.3 KB) ,04:01
proxy.cse.cuhk.edu.hk:5070,999, ,4582, (4.47 KB) ,00:02
clients6.google.com:443,1915, (1.87 KB) ,842, ,04:00
github.com:443,2774, (2.70 KB) ,27608, (26.9 KB) ,00:12
api.github.com:443,781, ,6147, (6.00 KB) ,00:11
qbwup.imtt.qq.com:80,494, ,208, ,00:38
avatars1.githubusercontent.com:443,1145, (1.11 KB) ,666, ,05:03
ssl.gstatic.com:443,461, ,4784, (4.67 KB) ,00:10
clients6.google.com:443,2242, (2.18 KB) ,1014, ,06:52
clients6.google.com:443,3504, (3.42 KB) ,7037, (6.87 KB) ,06:52
user-images.githubusercontent.com:443,335, ,4369, (4.26 KB) ,00:40
user-images.githubusercontent.com:443,335, ,4369, (4.26 KB) ,00:40
dblp.uni-trier.de:80,0, ,0, ,00:15
www.googleapis.com:443,1792, (1.75 KB) ,6591, (6.43 KB) ,04:00
avatars3.githubusercontent.com:443,2194, (2.14 KB) ,11695, (11.4 KB) ,05:29
accounts.google.com:443,2834, (2.76 KB) ,1881, (1.83 KB) ,04:05
clients4.google.com:443,3547, (3.46 KB) ,918, ,06:12
safebrowsing.googleapis.com:443,1848, (1.80 KB) ,2419, (2.36 KB) ,04:00
d.dropbox.com:443,1337, (1.30 KB) ,4946, (4.83 KB) ,01:00
security.ie.sogou.com:80,735, ,184, ,<1 sec
api.github.com:443,845, ,4814, (4.70 KB) ,00:11
api.github.com:443,754, ,3108, (3.03 KB) ,00:10
f-log-extension.grammarly.io:443,1364, (1.33 KB) ,3597, (3.51 KB) ,01:00
avatars.githubusercontent.com:443,620, ,33814, (33.0 KB) ,01:40
www.google.com:443,4012, (3.91 KB) ,6761, (6.60 KB) ,04:07
api.github.com:443,781, ,6728, (6.57 KB) ,00:11
clients4.google.com:443,3548, (3.46 KB) ,919, ,06:56
qbwup.imtt.qq.com:80,494, ,208, ,00:33
secure.quantserve.com:443,643, ,3323, (3.24 KB) ,00:11
c.trello.com:443,568, ,156, ,00:12
c.trello.com:443,568, ,156, ,00:11
c.trello.com:443,18252, (17.8 KB) ,4768, (4.65 KB) ,02:08
clients6.google.com:443,16089, (15.7 KB) ,12420, (12.1 KB) ,20:10
t12.baidu.com:80,0, ,0, ,00:48
t12.baidu.com:80,0, ,0, ,00:48
play.google.com:443,35212, (34.3 KB) ,22125, (21.6 KB) ,32:07
clients4.google.com:443,8395, (8.19 KB) ,4455, (4.35 KB) ,05:31
mtalk.google.com:443,696, ,5005, (4.88 KB) ,00:07
short.weixin.qq.com:80,357, ,468, ,<1 sec
dj1.baidu.com:80,0, ,0, ,00:33
www.google.com:443,1747, (1.70 KB) ,1218, (1.18 KB) ,04:00
b1.bdstatic.com:80,0, ,0, ,00:23
www.baidu.com:80,11662, (11.3 KB) ,7986, (7.79 KB) ,00:02
t12.baidu.com:80,0, ,0, ,00:11
t12.baidu.com:80,1915, (1.87 KB) ,4198, (4.09 KB) ,00:24
suggestion.baidu.com:80,3808, (3.71 KB) ,2035, (1.98 KB) ,00:35
f12.baidu.com:80,1634, (1.59 KB) ,15284, (14.9 KB) ,00:21
f12.baidu.com:80,1640, (1.60 KB) ,17802, (17.3 KB) ,00:22
f12.baidu.com:80,3281, (3.20 KB) ,102173, (99.7 KB) ,00:22
c.csdnimg.cn:80,0, ,0, ,00:30
avatar.csdn.net:80,0, ,0, ,00:30
cpro.baidustatic.com:80,0, ,0, ,01:00
